Credibility_Label,Party_Affiliation,Past_Credibility_Score,Job_Title,Subject,Context,Sentiment,Subjectivity
half-true,Democrat,0.7441860465116279,Government Officials,Social Issues,Public Speaking,NEGATIVE,OBJECTIVE
false,Democrat,-2.0,Legal & Advocacy,Politics and Government,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
barely-true,Republican,0.06666666666666667,Business & Industry Leaders,Social Issues,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Democrat,0.7441860465116279,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE,OBJECTIVE
half-true,Republican,1.0,Government Officials,Social Issues,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
half-true,Republican,0.4076923076923077,Government Officials,Economy and Finance,Other,POSITIVE,OBJECTIVE
true,Democrat,1.65,Government Officials,Politics and Government,Other,POSITIVE,OBJECTIVE
false,Republican,0.14814814814814814,Government Officials,Healthcare,Public Speaking,NEGATIVE,OBJECTIVE
barely-true,Other,0.5,Others,Politics and Government,Legislative and Official Proceedings,NEGATIVE,OBJECTIVE
pants-fire,Republican,-1.3214285714285714,Government Officials,Healthcare,Broadcast Media,POSITIVE,OBJECTIVE
half-true,Republican,0.11363636363636363,Government Officials,Environment and Energy,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
false,Republican,-0.7806748466257669,Government Officials,Social Issues,Broadcast Media,NEGATIVE,OBJECTIVE
barely-true,Other,1.0,Legal & Advocacy,Other,Other,NEGATIVE,OBJECTIVE
mostly-true,Independent,0.956989247311828,Government Officials,Economy and Finance,Public Speaking,NEGATIVE,OBJECTIVE
half-true,Other,-1.0,Media Professionals,Politics and Government,Personal and Campaign Communications,POSITIVE,OBJECTIVE
barely-true,Democrat,0.7330316742081447,Government Officials,Foreign Policy and Security,Broadcast Media,POSITIVE,OBJECTIVE
half-true,Republican,-0.4,Government Officials,Politics and Government,Other,NEGATIVE,OBJECTIVE
false,Other,-1.0405405405405406,Media Professionals,Other,Other,NEGATIVE,OBJECTIVE
half-true,Democrat,0.7330316742081447,Government Officials,Other,Broadcast Media,NEGATIVE,SUBJECTIVE
half-true,Democrat,0.7441860465116279,Government Officials,Economy and Finance,Public Speaking,NEGATIVE,OBJECTIVE
half-true,Republican,0.13636363636363635,Others,Other,Broadcast Media,POSITIVE,SUBJECTIVE
half-true,Republican,1.0,Government Officials,Other,Social Media and Online Platforms,NEGATIVE,OBJECTIVE
half-true,Republican,0.11363636363636363,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE,SUBJECTIVE
half-true,Republican,0.06666666666666667,Business & Industry Leaders,Other,Public Speaking,POSITIVE,OBJECTIVE
mostly-true,Democrat,0.7142857142857143,Government Officials,Other,Other,NEGATIVE,OBJECTIVE
half-true,Republican,-0.07692307692307693,Government Officials,Economy and Finance,Public Speaking,NEGATIVE,OBJECTIVE
false,Republican,-0.7806748466257669,Government Officials,Foreign Policy and Security,Public Speaking,NEGATIVE,SUBJECTIVE
pants-fire,Republican,-0.7806748466257669,Government Officials,Economy and Finance,Public Speaking,NEGATIVE,SUBJECTIVE
barely-true,Democrat,0.6538461538461539,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE,OBJECTIVE
barely-true,Democrat,1.048780487804878,Government Officials,Other,Public Speaking,NEGATIVE,OBJECTIVE
pants-fire,Republican,0.046875,Government Officials,Foreign Policy and Security,Broadcast Media,NEGATIVE,OBJECTIVE
true,Democrat,0.7441860465116279,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Democrat,0.7330316742081447,Government Officials,Social Issues,Public Speaking,NEGATIVE,OBJECTIVE
false,Republican,0.1267123287671233,Government Officials,Politics and Government,Broadcast Media,NEGATIVE,SUBJECTIVE
half-true,Other,1.25,Media Professionals,Politics and Government,Other,NEGATIVE,OBJECTIVE
false,Republican,0.4076923076923077,Government Officials,Social Issues,Other,NEGATIVE,OBJECTIVE
half-true,Republican,0.6228070175438597,Government Officials,Social Issues,Print and Online Publications,NEGATIVE,OBJECTIVE
mostly-true,Republican,0.43023255813953487,Government Officials,Social Issues,Public Speaking,POSITIVE,OBJECTIVE
mostly-true,Democrat,1.3,Government Officials,Other,Print and Online Publications,NEGATIVE,OBJECTIVE
barely-true,Democrat,0.5,Government Officials,Social Issues,Social Media and Online Platforms,POSITIVE,OBJECTIVE
mostly-true,Democrat,0.7441860465116279,Government Officials,Social Issues,Public Speaking,NEGATIVE,OBJECTIVE
barely-true,Republican,0.3125,Others,Politics and Government,Broadcast Media,NEGATIVE,OBJECTIVE
false,Democrat,-0.6666666666666666,Government Officials,Foreign Policy and Security,Broadcast Media,NEGATIVE,OBJECTIVE
half-true,Republican,-0.5555555555555556,Government Officials,Politics and Government,Public Speaking,NEGATIVE,OBJECTIVE
mostly-true,Republican,0.1267123287671233,Government Officials,Social Issues,Other,NEGATIVE,OBJECTIVE
mostly-true,Democrat,0.7142857142857143,Government Officials,Politics and Government,Broadcast Media,NEGATIVE,OBJECTIVE
true,Democrat,1.0,Government Officials,Other,Print and Online Publications,NEGATIVE,OBJECTIVE
false,Republican,-2.5,Government Officials,Politics and Government,Public Speaking,NEGATIVE,OBJECTIVE
false,Republican,0.06666666666666667,Business & Industry Leaders,Politics and Government,Broadcast Media,NEGATIVE,OBJECTIVE
half-true,Republican,-1.0,Others,Politics and Government,Print and Online Publications,NEGATIVE,OBJECTIVE
true,Republican,0.6666666666666666,Government Officials,Healthcare,Other,POSITIVE,OBJECTIVE
mostly-true,Democrat,2.0,Government Officials,Foreign Policy and Security,Public Speaking,NEGATIVE,OBJECTIVE
half-true,Democrat,0.7441860465116279,Government Officials,Politics and Government,Public Speaking,NEGATIVE,SUBJECTIVE
false,Republican,1.0,Government Officials,Foreign Policy and Security,Broadcast Media,NEGATIVE,OBJECTIVE
true,Republican,0.11363636363636363,Government Officials,Economy and Finance,Other,NEGATIVE,OBJECTIVE
false,Other,-2.0,Government Officials,Economy and Finance,Public Speaking,POSITIVE,OBJECTIVE
mostly-true,Republican,0.14814814814814814,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE,OBJECTIVE
true,Democrat,0.7441860465116279,Government Officials,Foreign Policy and Security,Other,NEGATIVE,SUBJECTIVE
half-true,Democrat,0.7330316742081447,Government Officials,Economy and Finance,Public Speaking,NEGATIVE,OBJECTIVE
pants-fire,Republican,-0.7806748466257669,Government Officials,Politics and Government,Social Media and Online Platforms,NEGATIVE,SUBJECTIVE
mostly-true,Media,1.3,Media Professionals,Economy and Finance,Other,NEGATIVE,OBJECTIVE
barely-true,Republican,0.11363636363636363,Government Officials,Foreign Policy and Security,Broadcast Media,NEGATIVE,OBJECTIVE
pants-fire,Democrat,0.25,Government Officials,Politics and Government,Broadcast Media,NEGATIVE,OBJECTIVE
false,Republican,1.1111111111111112,Government Officials,Other,Public Speaking,NEGATIVE,OBJECTIVE
half-true,Republican,-1.0,Government Officials,Economy and Finance,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
mostly-true,Democrat,1.0,Government Officials,Politics and Government,Public Speaking,POSITIVE,OBJECTIVE
false,Other,-2.5,Others,Social Issues,Print and Online Publications,NEGATIVE,OBJECTIVE
mostly-true,Democrat,0.0,Others,Law and Ethics,Personal and Campaign Communications,POSITIVE,OBJECTIVE
barely-true,Republican,0.5,Government Officials,Other,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
false,Republican,-0.7806748466257669,Government Officials,Politics and Government,Public Speaking,POSITIVE,OBJECTIVE
false,Republican,-2.0,Others,Environment and Energy,Public Speaking,NEGATIVE,OBJECTIVE
mostly-true,Other,1.6,Others,Other,Social Media and Online Platforms,NEGATIVE,OBJECTIVE
mostly-true,Independent,0.956989247311828,Government Officials,Economy and Finance,Other,POSITIVE,SUBJECTIVE
barely-true,Republican,-1.3214285714285714,Government Officials,Politics and Government,Broadcast Media,NEGATIVE,OBJECTIVE
barely-true,Republican,-0.8571428571428571,Government Officials,Environment and Energy,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
pants-fire,Other,-3.0,Others,Environment and Energy,Personal and Campaign Communications,POSITIVE,OBJECTIVE
true,Other,0.0,Media Professionals,Other,Broadcast Media,NEGATIVE,OBJECTIVE
false,Other,-0.75,Government Officials,Politics and Government,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
half-true,Other,1.0,Others,Other,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
false,Democrat,0.5925925925925926,Government Officials,Social Issues,Public Speaking,POSITIVE,OBJECTIVE
barely-true,Independent,0.956989247311828,Government Officials,Other,Public Speaking,NEGATIVE,OBJECTIVE
true,Democrat,0.5476190476190477,Government Officials,Economy and Finance,Legislative and Official Proceedings,NEGATIVE,OBJECTIVE
barely-true,Republican,-0.47115384615384615,Government Officials,Healthcare,Social Media and Online Platforms,NEGATIVE,OBJECTIVE
barely-true,Democrat,0.7441860465116279,Government Officials,Foreign Policy and Security,Other,POSITIVE,OBJECTIVE
mostly-true,Democrat,1.3333333333333333,Media Professionals,Politics and Government,Social Media and Online Platforms,NEGATIVE,OBJECTIVE
half-true,Other,0.75,Media Professionals,Social Issues,Other,NEGATIVE,OBJECTIVE
barely-true,Democrat,0.7272727272727273,Others,Economy and Finance,Other,NEGATIVE,OBJECTIVE
barely-true,Republican,-0.7806748466257669,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE,OBJECTIVE
half-true,Other,-0.5,Government Officials,Other,Broadcast Media,NEGATIVE,OBJECTIVE
barely-true,Republican,0.1267123287671233,Government Officials,Economy and Finance,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
mostly-true,Democrat,2.0,Government Officials,Politics and Government,Other,NEGATIVE,OBJECTIVE
pants-fire,Republican,-0.07142857142857142,Others,Other,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
half-true,Republican,-0.7272727272727273,Government Officials,Healthcare,Other,NEGATIVE,OBJECTIVE
barely-true,Other,-0.75,Others,Environment and Energy,Print and Online Publications,POSITIVE,OBJECTIVE
half-true,Democrat,0.05,Government Officials,Economy and Finance,Broadcast Media,POSITIVE,OBJECTIVE
barely-true,Republican,-1.625,Media Professionals,Economy and Finance,Personal and Campaign Communications,POSITIVE,OBJECTIVE
half-true,Republican,-0.16666666666666666,Others,Economy and Finance,Personal and Campaign Communications,POSITIVE,OBJECTIVE
true,Other,0.0,Government Officials,Politics and Government,Broadcast Media,NEGATIVE,OBJECTIVE
true,Republican,-0.7272727272727273,Government Officials,Economy and Finance,Other,NEGATIVE,OBJECTIVE
mostly-true,Democrat,1.375,Government Officials,Politics and Government,Other,NEGATIVE,OBJECTIVE
false,Republican,-0.75,Government Officials,Politics and Government,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
half-true,Democrat,1.5,Government Officials,Social Issues,Public Speaking,NEGATIVE,OBJECTIVE
true,Republican,0.11363636363636363,Government Officials,Other,Personal and Campaign Communications,POSITIVE,OBJECTIVE
barely-true,Democrat,0.9,Government Officials,Politics and Government,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
half-true,Republican,-0.07692307692307693,Government Officials,Social Issues,Broadcast Media,NEGATIVE,OBJECTIVE
half-true,Republican,-0.17117117117117117,Government Officials,Economy and Finance,Public Speaking,POSITIVE,OBJECTIVE
barely-true,Other,0.5,Legal & Advocacy,Other,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
mostly-true,Democrat,0.25,Government Officials,Other,Broadcast Media,POSITIVE,OBJECTIVE
true,Republican,-0.5555555555555556,Education & Non-Profit,Economy and Finance,Other,NEGATIVE,OBJECTIVE
mostly-true,Democrat,2.0,Government Officials,Environment and Energy,Print and Online Publications,NEGATIVE,OBJECTIVE
false,Media,0.06818181818181818,Media Professionals,Environment and Energy,Other,NEGATIVE,SUBJECTIVE
mostly-true,Republican,0.53125,Government Officials,Politics and Government,Broadcast Media,NEGATIVE,OBJECTIVE
false,Republican,0.1267123287671233,Government Officials,Foreign Policy and Security,Public Speaking,NEGATIVE,OBJECTIVE
mostly-true,Democrat,1.5,Business & Industry Leaders,Social Issues,Broadcast Media,NEGATIVE,OBJECTIVE
half-true,Republican,-0.19444444444444445,Government Officials,Politics and Government,Broadcast Media,NEGATIVE,OBJECTIVE
true,Democrat,0.16666666666666666,Media Professionals,Economy and Finance,Other,NEGATIVE,OBJECTIVE
half-true,Democrat,0.75,Government Officials,Healthcare,Public Speaking,NEGATIVE,OBJECTIVE
pants-fire,Republican,0.08333333333333333,Media Professionals,Other,Other,POSITIVE,OBJECTIVE
true,Democrat,1.05,Government Officials,Healthcare,Broadcast Media,POSITIVE,OBJECTIVE
barely-true,Other,0.5,Business & Industry Leaders,Economy and Finance,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
mostly-true,Republican,0.11363636363636363,Government Officials,Law and Ethics,Broadcast Media,NEGATIVE,OBJECTIVE
false,Republican,0.13636363636363635,Government Officials,Foreign Policy and Security,Broadcast Media,NEGATIVE,OBJECTIVE
half-true,Democrat,0.7441860465116279,Government Officials,Environment and Energy,Other,NEGATIVE,OBJECTIVE
true,Republican,1.0,Government Officials,Other,Public Speaking,POSITIVE,OBJECTIVE
true,Republican,-0.16666666666666666,Others,Politics and Government,Social Media and Online Platforms,NEGATIVE,OBJECTIVE
half-true,Democrat,1.25,Government Officials,Economy and Finance,Public Speaking,NEGATIVE,OBJECTIVE
mostly-true,Republican,2.0,Others,Other,Public Speaking,POSITIVE,OBJECTIVE
half-true,Other,1.0,Government Officials,Other,Public Speaking,NEGATIVE,OBJECTIVE
false,Republican,-0.2777777777777778,Others,Politics and Government,Broadcast Media,POSITIVE,OBJECTIVE
half-true,Democrat,0.7330316742081447,Government Officials,Other,Other,NEGATIVE,OBJECTIVE
true,Democrat,1.0833333333333333,Government Officials,Politics and Government,Other,POSITIVE,OBJECTIVE
false,Democrat,-2.0,Government Officials,Foreign Policy and Security,Other,NEGATIVE,OBJECTIVE
true,Democrat,0.03333333333333333,Others,Politics and Government,Social Media and Online Platforms,POSITIVE,OBJECTIVE
true,Republican,0.1267123287671233,Government Officials,Other,Other,POSITIVE,OBJECTIVE
false,Republican,-0.7806748466257669,Government Officials,Other,Broadcast Media,POSITIVE,OBJECTIVE
true,Other,-0.75,Government Officials,Social Issues,Other,POSITIVE,OBJECTIVE
half-true,Republican,-0.4375,Business & Industry Leaders,Politics and Government,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
barely-true,Republican,-0.7806748466257669,Government Officials,Law and Ethics,Public Speaking,NEGATIVE,OBJECTIVE
mostly-true,Democrat,0.5,Government Officials,Environment and Energy,Social Media and Online Platforms,POSITIVE,OBJECTIVE
half-true,Democrat,1.0,Others,Politics and Government,Other,NEGATIVE,OBJECTIVE
false,Democrat,-2.0,Others,Social Issues,Broadcast Media,POSITIVE,OBJECTIVE
half-true,Republican,1.0,Legal & Advocacy,Social Issues,Social Media and Online Platforms,NEGATIVE,OBJECTIVE
true,Republican,0.53125,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE,OBJECTIVE
true,Republican,0.6666666666666666,Government Officials,Healthcare,Broadcast Media,POSITIVE,OBJECTIVE
false,Republican,-0.07692307692307693,Government Officials,Politics and Government,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Republican,0.6666666666666666,Government Officials,Other,Print and Online Publications,NEGATIVE,OBJECTIVE
false,Republican,-0.045454545454545456,Government Officials,Politics and Government,Other,NEGATIVE,OBJECTIVE
half-true,Democrat,1.0,Government Officials,Politics and Government,Other,NEGATIVE,OBJECTIVE
barely-true,Republican,-0.07692307692307693,Government Officials,Social Issues,Broadcast Media,POSITIVE,OBJECTIVE
mostly-true,Democrat,0.7441860465116279,Government Officials,Economy and Finance,Other,NEGATIVE,OBJECTIVE
half-true,Republican,-0.19444444444444445,Government Officials,Politics and Government,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
mostly-true,Democrat,0.7441860465116279,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE,SUBJECTIVE
false,Other,-2.0,Others,Politics and Government,Public Speaking,NEGATIVE,OBJECTIVE
true,Democrat,-2.0,Government Officials,Politics and Government,Other,NEGATIVE,OBJECTIVE
half-true,Democrat,0.9,Government Officials,Healthcare,Broadcast Media,NEGATIVE,OBJECTIVE
half-true,Democrat,0.05,Government Officials,Social Issues,Broadcast Media,NEGATIVE,SUBJECTIVE
barely-true,Republican,-0.17117117117117117,Government Officials,Politics and Government,Legislative and Official Proceedings,NEGATIVE,OBJECTIVE
